envelope,mfcc,spectral_flux,f0_contour,spectral_slope,spectral_centroid,spectral_spread,spectral_skewness,rms,envelope derivative,cond
0.9711538461538464,0.971153846153846,0.9711538461538464,0.7150997150997151,0.9522792022792024,0.9903846153846154,0.7720797720797721,0.839031339031339,0.9234330484330484,0.9423076923076924,2
0.9715099715099716,0.943019943019943,0.9522792022792024,0.8005698005698005,0.9423076923076924,0.9903846153846154,0.80982905982906,0.8297720797720798,0.8767806267806267,0.9237891737891738,2
0.9715099715099716,0.951923076923077,0.9711538461538464,0.714031339031339,0.9522792022792024,1.0,0.7898860398860399,0.7998575498575499,0.9052706552706552,0.951923076923077,2
0.9433760683760684,1.0,0.9807692307692308,0.7902421652421652,0.9615384615384616,0.9903846153846154,0.7232905982905983,0.8297720797720798,0.8660968660968661,0.9237891737891738,3
0.9330484330484332,1.0,0.9715099715099716,0.7617521367521367,0.9522792022792024,0.9903846153846154,0.7909544159544158,0.782051282051282,0.9045584045584046,0.9426638176638178,3
0.951923076923077,1.0,0.9715099715099716,0.771011396011396,0.9334045584045584,0.9907407407407408,0.7336182336182336,0.7809829059829059,0.9045584045584044,0.9234330484330484,3
0.9426638176638176,1.0,0.951923076923077,0.7613960113960114,0.943019943019943,0.9522792022792024,0.7624643874643875,0.7713675213675214,0.8564814814814815,0.8760683760683761,3
0.9522792022792024,1.0,0.981125356125356,0.7524928774928775,0.9430199430199432,0.9907407407407408,0.7418091168091168,0.8290598290598291,0.8571937321937322,0.9141737891737892,3
0.9622507122507122,1.0,0.9711538461538464,0.7991452991452992,0.9430199430199432,0.9903846153846154,0.7902421652421652,0.8005698005698005,0.8760683760683761,0.896011396011396,3
0.9615384615384616,1.0,0.9145299145299146,0.8005698005698005,0.9326923076923076,0.981125356125356,0.7905982905982907,0.771011396011396,0.847934472934473,0.9141737891737892,3
0.951923076923077,1.0,0.9807692307692308,0.7613960113960113,0.9522792022792024,0.9903846153846154,0.7909544159544161,0.7724358974358974,0.8760683760683761,0.8767806267806268,3
0.9426638176638176,1.0,0.951923076923077,0.7524928774928775,0.9334045584045584,0.9807692307692308,0.7613960113960114,0.857905982905983,0.8757122507122508,0.9433760683760684,3
0.89494301994302,1.0,0.9519230769230768,0.8094729344729344,0.9437321937321936,0.951923076923077,0.733974358974359,0.7613960113960114,0.8664529914529915,0.89494301994302,3
0.8952991452991453,0.9807692307692308,0.9533475783475784,0.6292735042735043,0.9807692307692308,0.9237891737891738,0.8867521367521368,0.7916666666666667,0.8301282051282052,0.9230769230769232,4
0.9145299145299146,1.0,0.9433760683760684,0.6485042735042735,0.9718660968660968,0.9615384615384616,0.896011396011396,0.8287037037037037,0.8571937321937323,0.9141737891737892,4
0.9234330484330484,0.9529914529914528,0.9423076923076924,0.7321937321937322,0.9807692307692308,0.9426638176638178,0.9141737891737892,0.8376068376068377,0.8660968660968661,0.8952991452991454,4
0.88497150997151,0.9814814814814816,0.9334045584045584,0.6381766381766382,0.9711538461538464,0.9807692307692308,0.9245014245014244,0.8294159544159543,0.8771367521367521,0.886039886039886,4
0.92485754985755,0.9618945868945868,0.9433760683760684,0.6477920227920227,0.9711538461538464,0.9615384615384616,0.9237891737891738,0.857905982905983,0.8475783475783476,0.9245014245014244,4
0.8856837606837606,0.9622507122507122,0.9423076923076924,0.6584757834757835,0.9807692307692308,0.9522792022792024,0.8952991452991454,0.7998575498575499,0.8479344729344729,0.9045584045584044,4
0.9337606837606838,0.9615384615384616,0.9241452991452992,0.7047720797720797,0.9807692307692308,0.961894586894587,0.9237891737891738,0.8668091168091168,0.8575498575498575,0.8952991452991453,4
0.9138176638176638,0.9807692307692308,0.9519230769230768,0.6481481481481481,0.9519230769230772,0.9615384615384616,0.9138176638176638,0.7902421652421653,0.8564814814814814,0.9141737891737892,4
0.90491452991453,0.9907407407407408,0.9430199430199432,0.6955128205128205,0.9715099715099716,0.9807692307692308,0.9056267806267806,0.8091168091168092,0.8860398860398861,0.9230769230769232,4
0.9241452991452992,0.9519230769230768,0.9237891737891738,0.6866096866096867,0.961894586894587,0.952991452991453,0.8486467236467237,0.837962962962963,0.8194444444444445,0.9245014245014244,4
0.5523504273504274,0.5416666666666666,0.5512820512820513,0.5235042735042735,0.4366096866096866,0.5715811965811965,0.3903133903133903,0.4195156695156695,0.5049857549857549,0.5911680911680911,5
0.5231481481481481,0.4967948717948717,0.561965811965812,0.504985754985755,0.4946581196581197,0.4953703703703703,0.4109686609686609,0.3913817663817663,0.4950142450142449,0.5430911680911681,5
0.4935897435897436,0.5142450142450142,0.5427350427350428,0.5042735042735043,0.4088319088319088,0.5527065527065527,0.457977207977208,0.4013532763532763,0.5242165242165242,0.5801282051282051,5
0.5146011396011396,0.5156695156695157,0.6086182336182336,0.5523504273504274,0.4180911680911681,0.5612535612535612,0.3333333333333333,0.361111111111111,0.599002849002849,0.5042735042735043,5
0.4943019943019943,0.4861111111111111,0.6577635327635327,0.4957264957264957,0.3803418803418803,0.5427350427350428,0.438034188034188,0.4095441595441595,0.495014245014245,0.5430911680911681,5
0.5516381766381766,0.5527065527065527,0.495014245014245,0.5719373219373219,0.4679487179487179,0.5904558404558404,0.4298433048433048,0.4091880341880342,0.5334757834757835,0.5712250712250712,5
0.5608974358974359,0.5616096866096866,0.5527065527065527,0.5042735042735043,0.4273504273504274,0.6182336182336182,0.4284188034188034,0.3611111111111111,0.4864672364672364,0.599002849002849,5
0.4658119658119658,0.542022792022792,0.5797720797720798,0.5530626780626781,0.4277065527065527,0.5605413105413106,0.4672364672364673,0.3803418803418803,0.5224358974358974,0.5986467236467237,5
0.5608974358974359,0.5527065527065527,0.5900997150997151,0.5242165242165242,0.4857549857549857,0.5904558404558404,0.4184472934472934,0.438034188034188,0.4768518518518518,0.5327635327635327,5
0.5242165242165242,0.5430911680911681,0.5608974358974359,0.5527065527065527,0.448005698005698,0.542022792022792,0.4768518518518518,0.4572649572649572,0.495014245014245,0.5441595441595442,5
0.6374643874643875,0.4953703703703703,0.6655982905982906,0.4757834757834758,0.438034188034188,0.6474358974358974,0.4672364672364672,0.3429487179487179,0.5153133903133903,0.5142450142450142,6
0.5993589743589745,0.5056980056980057,0.6563390313390314,0.4472934472934473,0.3344017094017094,0.5908119658119658,0.4668803418803419,0.4002849002849002,0.5334757834757835,0.5423789173789173,6
0.5904558404558404,0.5612535612535612,0.618945868945869,0.4373219373219373,0.3999287749287749,0.5804843304843305,0.4967948717948718,0.4476495726495726,0.5911680911680912,0.5238603988603989,6
0.6584757834757834,0.5135327635327636,0.6388888888888888,0.4565527065527065,0.4184472934472935,0.5049857549857549,0.428062678062678,0.3992165242165242,0.6189458689458689,0.6107549857549858,6
0.6378205128205128,0.5612535612535613,0.6004273504273504,0.438034188034188,0.4665242165242165,0.5908119658119658,0.5053418803418803,0.4195156695156695,0.5238603988603988,0.5338319088319088,6
0.620014245014245,0.4946581196581197,0.5726495726495726,0.4191595441595441,0.3429487179487179,0.5908119658119658,0.5235042735042735,0.410968660968661,0.5527065527065527,0.5131766381766382,6
0.6759259259259259,0.5623219373219372,0.6189458689458689,0.3988603988603988,0.4298433048433048,0.6089743589743589,0.5149572649572649,0.4561965811965812,0.6178774928774928,0.5416666666666667,6
0.5897435897435896,0.4650997150997151,0.6477920227920227,0.4572649572649572,0.4188034188034188,0.5986467236467237,0.4939458689458689,0.4277065527065526,0.6193019943019942,0.5131766381766383,6
0.6285612535612536,0.5516381766381767,0.6485042735042735,0.504985754985755,0.5135327635327636,0.6296296296296297,0.5231481481481481,0.3903133903133903,0.563034188034188,0.5616096866096866,6
0.6948005698005698,0.542022792022792,0.6766381766381767,0.4191595441595441,0.3899572649572649,0.6082621082621082,0.4658119658119658,0.3896011396011395,0.6178774928774928,0.5427350427350428,6
0.5046296296296297,0.4946581196581197,0.6267806267806268,0.4191595441595441,0.3906695156695157,0.6082621082621082,0.5908119658119658,0.4180911680911681,0.5035612535612536,0.4462250712250712,7
0.5804843304843305,0.5623219373219372,0.5900997150997151,0.4950142450142449,0.4387464387464387,0.6470797720797721,0.5242165242165242,0.4369658119658119,0.570868945868946,0.5505698005698005,7
0.5427350427350428,0.5427350427350428,0.6481481481481481,0.4476495726495726,0.4284188034188034,0.5616096866096866,0.5616096866096866,0.4565527065527066,0.5430911680911681,0.5135327635327634,7
0.5235042735042735,0.551994301994302,0.5712250712250712,0.448005698005698,0.4184472934472935,0.6467236467236468,0.5327635327635327,0.4561965811965812,0.4861111111111111,0.5156695156695157,7
0.5616096866096866,0.5523504273504274,0.6185897435897436,0.4672364672364672,0.4565527065527065,0.6381766381766382,0.6096866096866096,0.457977207977208,0.5046296296296297,0.4476495726495726,7
0.5142450142450142,0.5527065527065527,0.5815527065527065,0.4095441595441595,0.428062678062678,0.6196581196581197,0.5815527065527066,0.4565527065527065,0.5049857549857549,0.5238603988603988,7
0.5530626780626781,0.5616096866096867,0.6189458689458689,0.5438034188034188,0.4465811965811966,0.6951566951566952,0.6574074074074073,0.4487179487179487,0.4472934472934473,0.5142450142450142,7
0.5427350427350427,0.5327635327635327,0.5530626780626781,0.4576210826210826,0.4373219373219373,0.6574074074074074,0.4960826210826211,0.4658119658119658,0.4668803418803419,0.5245726495726496,7
0.5719373219373219,0.4946581196581196,0.5808404558404558,0.3803418803418803,0.4761396011396012,0.6563390313390313,0.5519943019943019,0.4188034188034187,0.4658119658119658,0.5623219373219372,7
0.4391025641025641,0.5046296296296295,0.5804843304843306,0.3903133903133903,0.4472934472934473,0.5908119658119658,0.5249287749287749,0.428062678062678,0.4953703703703703,0.5512820512820512,7
