amplitude,electrode,suj,peaks,signal_type
0.0166947003420611,p06_A'_3_4,p06,first_peak,HFa
0.0155730456293288,p06_B'_1_2,p06,first_peak,HFa
0.0156844330222412,p06_B'_4_5,p06,first_peak,HFa
0.0175175096868439,p06_B'_5_6,p06,first_peak,HFa
0.0169218553123568,p06_B'_6_7,p06,first_peak,HFa
0.0189599731082299,p06_C'_5_6,p06,first_peak,HFa
0.0136303783696555,p06_C'_6_7,p06,first_peak,HFa
0.0158527951889837,p06_FCA'_4_5,p06,first_peak,HFa
0.0192430390410729,p06_FCA'_5_6,p06,first_peak,HFa
0.0174487538419724,p06_FCA'_6_7,p06,first_peak,HFa
0.014711887789834,p06_GC_1_2,p06,first_peak,HFa
0.0158443489174359,p06_GC'_6_7,p06,first_peak,HFa
0.0187537124965483,p06_GC'_7_8,p06,first_peak,HFa
0.0157805503379616,p06_GC'_8_9,p06,first_peak,HFa
0.0164377611997543,p06_GC'_9_10,p06,first_peak,HFa
0.0389942529214114,p06_H'_5_6,p06,first_peak,HFa
0.0295755808062041,p06_H'_6_7,p06,first_peak,HFa
0.0247150536951302,p06_H'_7_8,p06,first_peak,HFa
0.0368709202552521,p06_H'_8_9,p06,first_peak,HFa
0.0283824619736418,p06_H'_9_10,p06,first_peak,HFa
0.026896197134997,p06_H'_10_11,p06,first_peak,HFa
0.0172952946465645,p06_H'_11_12,p06,first_peak,HFa
0.0233681594745489,p06_H'_12_13,p06,first_peak,HFa
0.0158755683846689,p06_LesB_1_2,p06,first_peak,HFa
0.0118677282586621,p06_LesB_2_3,p06,first_peak,HFa
0.0163758924874417,p06_LesB_3_4,p06,first_peak,HFa
0.0165642281197618,p06_LesB_4_5,p06,first_peak,HFa
0.0153589343829899,p06_OL'_1_2,p06,first_peak,HFa
0.0124132460545354,p06_OL'_7_8,p06,first_peak,HFa
0.0161564684333457,p06_OL'_9_10,p06,first_peak,HFa
0.0124779083467025,p06_OT'_5_6,p06,first_peak,HFa
0.0155198500183882,p06_OT'_11_12,p06,first_peak,HFa
0.0147584284459157,p06_OT'_12_13,p06,first_peak,HFa
0.0168220825457566,p06_TB'_4_5,p06,first_peak,HFa
0.0163869638713623,p06_TB'_9_10,p06,first_peak,HFa
0.0172668990339319,p06_TP'_1_2,p06,first_peak,HFa
0.019635082658541,p06_TP'_2_3,p06,first_peak,HFa
0.0163636049651292,p06_TP'_3_4,p06,first_peak,HFa
0.0172415095115647,p07_H_5_6,p07,first_peak,HFa
0.0187424601848559,p07_H_6_7,p07,first_peak,HFa
0.0181220382166811,p07_H_7_8,p07,first_peak,HFa
0.0196423872110051,p07_H_8_9,p07,first_peak,HFa
0.0325954976188731,p07_H_9_10,p07,first_peak,HFa
0.0208993244515097,p07_H_10_11,p07,first_peak,HFa
0.0132862115081511,p07_H_11_12,p07,first_peak,HFa
0.0156309044309507,p07_H_12_13,p07,first_peak,HFa
0.0138117638753464,p07_H_13_14,p07,first_peak,HFa
0.0146536019612941,p07_Im_4_5,p07,first_peak,HFa
0.0126466723907286,p07_Im_5_6,p07,first_peak,HFa
0.0192360699532558,p07_Im'_2_3,p07,first_peak,HFa
0.015192868574298,p07_Im'_3_4,p07,first_peak,HFa
0.0128297501812945,p07_Im'_14_15,p07,first_peak,HFa
0.0180349818292809,p07_OC_5_6,p07,first_peak,HFa
0.0150549179607053,p07_OC_6_7,p07,first_peak,HFa
0.0180230524850917,p07_OP_1_2,p07,first_peak,HFa
0.0159630198991488,p07_OP_2_3,p07,first_peak,HFa
0.0151169380815093,p07_OP_3_4,p07,first_peak,HFa
0.0144413373181587,p07_OP_4_5,p07,first_peak,HFa
0.0165348611460779,p07_PA_2_3,p07,first_peak,HFa
0.0143630739386475,p07_PA_3_4,p07,first_peak,HFa
0.0192576480127198,p08_A_1_2,p08,first_peak,HFa
0.0179896519120949,p08_A_2_3,p08,first_peak,HFa
0.0138103768547606,p08_A_3_4,p08,first_peak,HFa
0.0139736684084489,p08_A_4_5,p08,first_peak,HFa
0.0189795897070317,p08_A_5_6,p08,first_peak,HFa
0.0140755609110305,p08_A_9_10,p08,first_peak,HFa
0.0153193993118693,p08_A_12_13,p08,first_peak,HFa
0.0152815093140187,p08_C_8_9,p08,first_peak,HFa
0.0134618652835764,p08_C_9_10,p08,first_peak,HFa
0.0163640080913116,p08_C_10_11,p08,first_peak,HFa
0.0134867151590046,p08_C_11_12,p08,first_peak,HFa
0.0138473874516925,p08_H_5_6,p08,first_peak,HFa
0.01839356023174,p08_H_6_7,p08,first_peak,HFa
0.0235156028982594,p08_H_7_8,p08,first_peak,HFa
0.0317717473381789,p08_H_8_9,p08,first_peak,HFa
0.0302853442594422,p08_H_9_10,p08,first_peak,HFa
0.0324723374769868,p08_H_10_11,p08,first_peak,HFa
0.0198227842113798,p08_H_11_12,p08,first_peak,HFa
0.0181847971754276,p08_H_12_13,p08,first_peak,HFa
0.0270522329599928,p08_H_13_14,p08,first_peak,HFa
0.0186463975227306,p08_H'_6_7,p08,first_peak,HFa
0.0220406086132688,p08_H'_7_8,p08,first_peak,HFa
0.034571212099812,p08_H'_8_9,p08,first_peak,HFa
0.0410147140080298,p08_H'_9_10,p08,first_peak,HFa
0.0419940843259485,p08_H'_10_11,p08,first_peak,HFa
0.0326915499656813,p08_H'_11_12,p08,first_peak,HFa
0.0362051352730934,p08_H'_12_13,p08,first_peak,HFa
0.0299309755685967,p08_H'_13_14,p08,first_peak,HFa
0.0139268419923489,p08_Ia_1_2,p08,first_peak,HFa
0.0143503882304202,p08_Ia_2_3,p08,first_peak,HFa
0.0164382758632223,p08_Im_8_9,p08,first_peak,HFa
0.0151109430545683,p08_Im_9_10,p08,first_peak,HFa
0.0190874739666828,p08_T_1_2,p08,first_peak,HFa
0.0120577772941805,p08_T_2_3,p08,first_peak,HFa
0.0146521837528881,p08_T_3_4,p08,first_peak,HFa
0.0120807474484179,p08_T_4_5,p08,first_peak,HFa
0.0189585325705703,p08_T_5_6,p08,first_peak,HFa
0.017004914968544,p08_T_6_7,p08,first_peak,HFa
0.0152025115717568,p08_T_7_8,p08,first_peak,HFa
0.0137786471171538,p08_TB_1_2,p08,first_peak,HFa
0.0182830509725799,p08_TB_2_3,p08,first_peak,HFa
0.0130786041137613,p08_TP_1_2,p08,first_peak,HFa
0.014399069705291,p08_TP_2_3,p08,first_peak,HFa
0.0118919062959986,p08_TP_3_4,p08,first_peak,HFa
0.0141061139710879,p08_TP_4_5,p08,first_peak,HFa
0.0169687958472008,p08_TP_5_6,p08,first_peak,HFa
0.0266595325484099,p08_TP_6_7,p08,first_peak,HFa
0.0213282283234726,p08_TP_7_8,p08,first_peak,HFa
0.0289038855854734,p08_TP_8_9,p08,first_peak,HFa
0.0258293640852705,p08_TP_9_10,p08,first_peak,HFa
0.0235771459087437,p08_TP_10_11,p08,first_peak,HFa
0.0182371580514652,p09_A'_1_2,p09,first_peak,HFa
0.0144963195918595,p09_A'_2_3,p09,first_peak,HFa
0.0161403169770182,p09_A'_3_4,p09,first_peak,HFa
0.0162559282763831,p09_C_8_9,p09,first_peak,HFa
0.0179083530090002,p09_C_9_10,p09,first_peak,HFa
0.0162537812738883,p09_C_10_11,p09,first_peak,HFa
0.0172310911400373,p09_FCA_12_13,p09,first_peak,HFa
0.0213755359004949,p09_H_5_6,p09,first_peak,HFa
0.0173814879079603,p09_H_6_7,p09,first_peak,HFa
0.016100255756919,p09_H_7_8,p09,first_peak,HFa
0.0275195099820214,p09_H_8_9,p09,first_peak,HFa
0.029909416174505,p09_H_9_10,p09,first_peak,HFa
0.0304490083186172,p09_H_10_11,p09,first_peak,HFa
0.0247451709000638,p09_H_11_12,p09,first_peak,HFa
0.0198168113537043,p09_H_12_13,p09,first_peak,HFa
0.0175405428861049,p09_H_13_14,p09,first_peak,HFa
0.0151353965490415,p09_H'_5_6,p09,first_peak,HFa
0.016347816687639,p09_H'_8_9,p09,first_peak,HFa
0.0197841308434117,p09_H'_9_10,p09,first_peak,HFa
0.0121939177190344,p09_H'_10_11,p09,first_peak,HFa
0.0191812907146155,p09_H'_11_12,p09,first_peak,HFa
0.0183866842572948,p09_H'_12_13,p09,first_peak,HFa
0.0162551586532432,p09_H'_13_14,p09,first_peak,HFa
0.0180659705670984,p09_H'_14_15,p09,first_peak,HFa
0.0175253886410491,p09_HA'_1_2,p09,first_peak,HFa
0.0170702643932172,p09_HA'_4_5,p09,first_peak,HFa
0.0194804255822561,p10_GC_7_8,p10,first_peak,HFa
0.0186236349878857,p10_H_7_8,p10,first_peak,HFa
0.031685524488708,p10_H_8_9,p10,first_peak,HFa
0.0483275036697727,p10_H_9_10,p10,first_peak,HFa
0.026255057922383,p10_H_10_11,p10,first_peak,HFa
0.0194531312584063,p10_H_11_12,p10,first_peak,HFa
0.0214663339105111,p10_H_12_13,p10,first_peak,HFa
0.0282577227158442,p10_H_13_14,p10,first_peak,HFa
0.0196434080432332,p10_H_14_15,p10,first_peak,HFa
0.0169590128269631,p10_Ia_4_5,p10,first_peak,HFa
0.0151140269879139,p10_Ia_5_6,p10,first_peak,HFa
0.015527543720316,p10_Ia_6_7,p10,first_peak,HFa
0.016830979693135,p10_Ip_6_7,p10,first_peak,HFa
0.0167043820613425,p10_Ip_7_8,p10,first_peak,HFa
0.0117556953160642,p10_Ip_8_9,p10,first_peak,HFa
0.0192030305549309,p11_CP'_5_6,p11,first_peak,HFa
0.014734057791236,p11_H'_2_3,p11,first_peak,HFa
0.016021025009219,p11_H'_6_7,p11,first_peak,HFa
0.0213939975005803,p11_H'_7_8,p11,first_peak,HFa
0.0185868421309842,p11_H'_8_9,p11,first_peak,HFa
0.0188770318465048,p11_H'_9_10,p11,first_peak,HFa
0.0166058887376359,p11_Id'_2_3,p11,first_peak,HFa
0.0159038212521864,p11_Id'_3_4,p11,first_peak,HFa
0.0158252526303471,p11_Id'_4_5,p11,first_peak,HFa
0.0123079185866072,p11_Id'_5_6,p11,first_peak,HFa
0.0145497634473733,p11_Id'_6_7,p11,first_peak,HFa
0.0162618039242868,p11_Id'_8_9,p11,first_peak,HFa
0.0252062631188334,p11_Ie'_6_7,p11,first_peak,HFa
0.028669789960493,p11_Ie'_7_8,p11,first_peak,HFa
0.0238149390929707,p11_Ie'_8_9,p11,first_peak,HFa
0.0177755332935195,p11_Ie'_10_11,p11,first_peak,HFa
0.0190725785288649,p11_Ie'_11_12,p11,first_peak,HFa
0.0161070392987021,p11_OF'_3_4,p11,first_peak,HFa
0.0171683529521487,p11_OF'_4_5,p11,first_peak,HFa
0.0177298764638045,p11_OF'_9_10,p11,first_peak,HFa
0.0172922389973301,p11_OP'_1_2,p11,first_peak,HFa
0.0157493489168597,p11_OP'_2_3,p11,first_peak,HFa
0.0164661838964933,p11_OP'_3_4,p11,first_peak,HFa
0.0154143588289607,p11_OP'_4_5,p11,first_peak,HFa
0.0119260570549839,p11_T'_2_3,p11,first_peak,HFa
0.0237124653446036,p11_T'_3_4,p11,first_peak,HFa
0.0250628101426485,p11_T'_4_5,p11,first_peak,HFa
0.0182041418273667,p11_T'_5_6,p11,first_peak,HFa
0.0172378369728017,p11_T'_6_7,p11,first_peak,HFa
0.0201139064537194,p11_T'_7_8,p11,first_peak,HFa
0.0192175438567376,p11_T'_8_9,p11,first_peak,HFa
0.0155487619597212,p11_T'_9_10,p11,first_peak,HFa
0.0135505359881434,p01_A_3_4,p01,second_peak,HFa
0.0104728984045362,p01_A_4_5,p01,second_peak,HFa
0.0119591452882826,p01_A_9_10,p01,second_peak,HFa
0.0117322652165986,p01_A_10_11,p01,second_peak,HFa
0.0121840936744664,p01_B_1_2,p01,second_peak,HFa
0.0085944490000108,p01_B_2_3,p01,second_peak,HFa
0.0082245939217902,p01_B_3_4,p01,second_peak,HFa
0.00712993198749,p01_B_4_5,p01,second_peak,HFa
0.0107314835179459,p01_B_5_6,p01,second_peak,HFa
0.0085212919612087,p01_GPH_7_8,p01,second_peak,HFa
0.0102491506737576,p01_H_2_3,p01,second_peak,HFa
0.0129189774340485,p01_H_8_9,p01,second_peak,HFa
0.0114961192087482,p01_H_9_10,p01,second_peak,HFa
0.008797851994975,p01_H_10_11,p01,second_peak,HFa
0.0109556903223015,p01_H_11_12,p01,second_peak,HFa
0.0123266090806832,p01_H_12_13,p01,second_peak,HFa
0.0113783276654172,p01_H_13_14,p01,second_peak,HFa
0.0070293549988822,p01_OF_6_7,p01,second_peak,HFa
0.0084270766028449,p01_T_1_2,p01,second_peak,HFa
0.011182326074946,p01_T_2_3,p01,second_peak,HFa
0.0098234091230366,p01_T_3_4,p01,second_peak,HFa
0.0090740385297077,p01_T_4_5,p01,second_peak,HFa
0.00965144342878,p01_T_5_6,p01,second_peak,HFa
0.0108879153166841,p01_T_6_7,p01,second_peak,HFa
0.0084892134631096,p01_T_7_8,p01,second_peak,HFa
0.01175561681392,p01_TB_3_4,p01,second_peak,HFa
0.0121558873638339,p01_TB_4_5,p01,second_peak,HFa
0.0077681582730437,p01_TB_5_6,p01,second_peak,HFa
0.010030634510132,p01_TB_11_12,p01,second_peak,HFa
0.0127444402609039,p02_H_5_6,p02,second_peak,HFa
0.0153126040894509,p02_H_6_7,p02,second_peak,HFa
0.0103182631105538,p02_H_7_8,p02,second_peak,HFa
0.0133285216658501,p02_H_8_9,p02,second_peak,HFa
0.0110620015985005,p02_H_9_10,p02,second_peak,HFa
0.0131448907367902,p02_H_10_11,p02,second_peak,HFa
0.0104722859266144,p02_H_11_12,p02,second_peak,HFa
0.0091403193168652,p02_H_12_13,p02,second_peak,HFa
0.0101135748835292,p02_H_13_14,p02,second_peak,HFa
0.0095014597460293,p02_H_14_15,p02,second_peak,HFa
0.0119470683577842,p02_H'_5_6,p02,second_peak,HFa
0.028417076943847,p02_H'_6_7,p02,second_peak,HFa
0.0110441951353652,p02_H'_7_8,p02,second_peak,HFa
0.0067085988767334,p02_H'_8_9,p02,second_peak,HFa
0.0118426180157725,p02_H'_9_10,p02,second_peak,HFa
0.013200808638246,p02_H'_10_11,p02,second_peak,HFa
0.0125057143320152,p02_H'_11_12,p02,second_peak,HFa
0.0103209894147451,p02_H'_12_13,p02,second_peak,HFa
0.0090048393163823,p02_Im'_5_6,p02,second_peak,HFa
0.0112521419898829,p02_Im'_6_7,p02,second_peak,HFa
0.0095100599120153,p02_Im'_7_8,p02,second_peak,HFa
0.006648198971011,p02_Ip_1_2,p02,second_peak,HFa
0.0082646651791445,p02_Ip'_7_8,p02,second_peak,HFa
0.0091568377010767,p02_OF_12_13,p02,second_peak,HFa
0.0122012574378218,p03_A'_1_2,p03,second_peak,HFa
0.0082679744382074,p03_A'_2_3,p03,second_peak,HFa
0.0079076925319585,p03_A'_3_4,p03,second_peak,HFa
0.0103509140100141,p03_A'_11_12,p03,second_peak,HFa
0.0093341163316515,p03_A'_12_13,p03,second_peak,HFa
0.0083699990783219,p03_A'_13_14,p03,second_peak,HFa
0.0117581667773109,p03_B'_1_2,p03,second_peak,HFa
0.0090076864821026,p03_B'_2_3,p03,second_peak,HFa
0.008283601602781,p03_B'_3_4,p03,second_peak,HFa
0.0114701332884312,p03_B'_8_9,p03,second_peak,HFa
0.0101515757673709,p03_B'_11_12,p03,second_peak,HFa
0.0073862310280456,p03_B'_12_13,p03,second_peak,HFa
0.0077372755343726,p03_C'_1_2,p03,second_peak,HFa
0.0096189794878221,p03_H_6_7,p03,second_peak,HFa
0.0113716424421918,p03_H'_6_7,p03,second_peak,HFa
0.0099301016255121,p03_H'_7_8,p03,second_peak,HFa
0.0116482594056044,p03_H'_8_9,p03,second_peak,HFa
0.0103124526100189,p03_H'_9_10,p03,second_peak,HFa
0.0089550894263336,p03_H'_10_11,p03,second_peak,HFa
0.0083059842591462,p03_Ia'_3_4,p03,second_peak,HFa
0.0122430210640043,p03_Ia'_4_5,p03,second_peak,HFa
0.0094309135721942,p03_OF'_5_6,p03,second_peak,HFa
0.0090306857142732,p03_OF'_10_11,p03,second_peak,HFa
0.012265494157881,p03_OF'_11_12,p03,second_peak,HFa
0.0079631598908789,p03_OP'_4_5,p03,second_peak,HFa
0.0126121076042669,p03_OP'_6_7,p03,second_peak,HFa
0.0120736692793726,p03_T'_7_8,p03,second_peak,HFa
0.0101077338615856,p03_TB_10_11,p03,second_peak,HFa
0.0102322708929309,p03_TB'_6_7,p03,second_peak,HFa
0.0098385843114807,p03_TB'_7_8,p03,second_peak,HFa
0.0088247697034361,p03_TB'_8_9,p03,second_peak,HFa
0.0101872786630758,p03_TB'_9_10,p03,second_peak,HFa
0.0113551302253083,p03_TB'_10_11,p03,second_peak,HFa
0.0140151640964074,p03_TP'_2_3,p03,second_peak,HFa
0.0112062656091478,p03_TP'_3_4,p03,second_peak,HFa
0.0118893663861849,p03_TP'_7_8,p03,second_peak,HFa
0.010035389993278,p03_TP'_8_9,p03,second_peak,HFa
0.0090050926966074,p04_A'_7_8,p04,second_peak,HFa
0.0095741872124122,p04_A'_8_9,p04,second_peak,HFa
0.0104003074287091,p04_A'_9_10,p04,second_peak,HFa
0.0087573525483823,p04_A'_10_11,p04,second_peak,HFa
0.0097387105350255,p04_A'_11_12,p04,second_peak,HFa
0.0106258048243033,p04_B'_3_4,p04,second_peak,HFa
0.0079416250935014,p04_B'_4_5,p04,second_peak,HFa
0.0099505163273435,p04_B'_5_6,p04,second_peak,HFa
0.0123160816971214,p04_B'_8_9,p04,second_peak,HFa
0.0090345684942581,p04_B'_9_10,p04,second_peak,HFa
0.0136555406649693,p04_B'_10_11,p04,second_peak,HFa
0.0103048206610843,p04_C'_1_2,p04,second_peak,HFa
0.0119283541562912,p04_C'_4_5,p04,second_peak,HFa
